fid,Fecha,Class,Foto,Lon,Lat,type,villages
"635",2021/12/12,Vegetation,DCIM/JPEG_20211212160402113.jpg,-73.3512,-3.8553,criadero,UNION PROGRESO
"636",2021/12/12,Vegetation,DCIM/JPEG_20211212171047317.jpg,-73.3419,-3.84,criadero,LOS DELFINES
"637",2021/12/12,Vegetation,DCIM/JPEG_20211212171413100.jpg,-73.342,-3.8389,criadero,LOS DELFINES
"638",2021/12/12,Containers,DCIM/JPEG_20211212173905505.jpg,-73.3423,-3.8412,criadero,LOS DELFINES
"639",2021/12/12,Vegetation,DCIM/JPEG_20211212200232951.jpg,-73.3302,-3.8278,criadero,QUISTOCOCHA
"640",2021/12/12,Containers,DCIM/JPEG_20211212200344815.jpg,-73.3303,-3.8276,criadero,QUISTOCOCHA
"641",2021/12/12,Vegetation,DCIM/JPEG_20211212200512784.jpg,-73.3302,-3.8273,criadero,QUISTOCOCHA
"642",2021/12/12,Containers,DCIM/JPEG_20211212200554776.jpg,-73.3303,-3.8272,criadero,QUISTOCOCHA
"643",2021/12/12,Containers,DCIM/JPEG_20211212201316944.jpg,-73.3293,-3.8274,criadero,QUISTOCOCHA
"644",2021/12/12,Containers,DCIM/JPEG_20211212201628522.jpg,-73.3299,-3.8283,criadero,QUISTOCOCHA
"645",2021/12/12,Vegetation,DCIM/JPEG_20211212211954876.jpg,-73.33,-3.8342,criadero,QUISTOCOCHA
"646",2021/12/12,Containers,DCIM/JPEG_20211212212421243.jpg,-73.3305,-3.8353,criadero,QUISTOCOCHA
"647",2021/12/10,Vegetation,DCIM/JPEG_20211210155812148.jpg,-73.3911,-3.9319,criadero,SAN JOSE
"648",2021/12/10,Containers,DCIM/JPEG_20211210155926182.jpg,-73.3912,-3.9319,criadero,SAN JOSE
"649",2021/12/10,Containers,DCIM/JPEG_20211210160346683.jpg,-73.3918,-3.9313,criadero,SAN JOSE
"650",2021/12/10,Containers,DCIM/JPEG_20211210161320652.jpg,-73.3928,-3.9301,criadero,SAN JOSE
"651",2021/12/10,Containers,DCIM/JPEG_20211210162354153.jpg,-73.3928,-3.9302,criadero,SAN JOSE
"652",2021/12/10,Vegetation,DCIM/JPEG_20211210162712712.jpg,-73.3928,-3.9302,criadero,SAN JOSE
"653",2021/12/10,Vegetation,DCIM/JPEG_20211210162855222.jpg,-73.3929,-3.9305,criadero,SAN JOSE
"654",2021/12/10,Containers,DCIM/JPEG_20211210164614797.jpg,-73.3927,-3.9318,criadero,SAN JOSE
"655",2021/12/10,Containers,DCIM/JPEG_20211210164913778.jpg,-73.3928,-3.9315,criadero,SAN JOSE
"656",2021/12/10,Containers,DCIM/JPEG_20211210165635015.jpg,-73.3943,-3.9296,criadero,SAN JOSE
"657",2021/12/10,Containers,DCIM/JPEG_20211210170643936.jpg,-73.3939,-3.9303,criadero,SAN JOSE
"658",2021/12/10,Containers,DCIM/JPEG_20211210171145843.jpg,-73.3927,-3.9323,criadero,SAN JOSE
"659",2021/12/10,Containers,DCIM/JPEG_20211210202230096.jpg,-73.3534,-3.8997,criadero,VARILLAL
"660",2021/12/11,Containers,DCIM/JPEG_20211211153246251.jpg,-73.3478,-3.8739,criadero,SAN CIRILO
"661",2021/12/11,Vegetation,DCIM/JPEG_20211211153545456.jpg,-73.348,-3.8739,criadero,SAN CIRILO
"662",2021/12/11,Vegetation,DCIM/JPEG_20211211153933144.jpg,-73.3486,-3.8737,criadero,SAN CIRILO
"663",2021/12/11,Containers,DCIM/JPEG_20211211154143620.jpg,-73.3488,-3.8736,criadero,SAN CIRILO
"664",2021/12/11,Containers,DCIM/JPEG_20211211154349367.jpg,-73.3487,-3.8737,criadero,SAN CIRILO
"665",2021/12/11,Containers,DCIM/JPEG_20211211154903906.jpg,-73.3485,-3.8728,criadero,SAN CIRILO
"666",2021/12/11,Containers,DCIM/JPEG_20211211155022783.jpg,-73.3484,-3.8729,criadero,SAN CIRILO
"667",2021/12/11,Containers,DCIM/JPEG_20211211160433283.jpg,-73.3468,-3.8718,criadero,SAN CIRILO
"668",2021/12/11,Containers,DCIM/JPEG_20211211162838387.jpg,-73.3471,-3.8743,criadero,SAN CIRILO
"669",2021/12/11,Containers,DCIM/JPEG_20211211163121311.jpg,-73.3471,-3.8743,criadero,SAN CIRILO
"670",2021/12/11,Containers,DCIM/JPEG_20211211163312306.jpg,-73.3466,-3.8743,criadero,SAN CIRILO
"671",2021/12/11,Containers,DCIM/JPEG_20211211164009297.jpg,-73.3467,-3.8766,criadero,SAN CIRILO
"672",2021/12/11,Containers,DCIM/JPEG_20211211164123214.jpg,-73.3467,-3.8769,criadero,SAN CIRILO
"673",2021/12/11,Containers,DCIM/JPEG_20211211203350557.jpg,-73.3388,-3.8638,criadero,PENA NEGRA
"674",2021/12/11,Containers,DCIM/JPEG_20211211203558811.jpg,-73.3391,-3.8639,criadero,PENA NEGRA
"675",2021/12/11,Containers,DCIM/JPEG_20211211203803655.jpg,-73.3392,-3.8637,criadero,PENA NEGRA
"676",2021/12/11,Containers,DCIM/JPEG_20211211210703436.jpg,-73.3395,-3.8648,criadero,PENA NEGRA
"677",2021/12/11,Containers,DCIM/JPEG_20211211211235165.jpg,-73.3386,-3.8639,criadero,PENA NEGRA
"678",2021/12/11,Containers,DCIM/JPEG_20211211211736183.jpg,-73.3397,-3.863,criadero,PENA NEGRA
"679",2021/12/12,Containers,DCIM/JPEG_20211212142459504.jpg,-73.3405,-3.8631,criadero,PENA NEGRA
"680",2021/12/12,Vegetation,DCIM/JPEG_20211212142907975.jpg,-73.3398,-3.8629,criadero,PENA NEGRA
"681",2021/12/12,Containers,DCIM/JPEG_20211212153805025.jpg,-73.3496,-3.8565,criadero,UNION PROGRESO
"682",2021/12/12,Containers,DCIM/JPEG_20211212154847564.jpg,-73.3482,-3.8541,criadero,UNION PROGRESO
"683",2021/12/12,Vegetation,DCIM/JPEG_20211212155107313.jpg,-73.3481,-3.8538,criadero,UNION PROGRESO
"684",2021/12/12,Containers,DCIM/JPEG_20211212160003503.jpg,-73.3478,-3.8542,criadero,UNION PROGRESO
"685",2021/12/12,Containers,DCIM/JPEG_20211212160337070.jpg,-73.3484,-3.8553,criadero,UNION PROGRESO
"686",2021/12/12,Containers,DCIM/JPEG_20211212161356117.jpg,-73.3478,-3.8562,criadero,UNION PROGRESO
"687",2021/12/12,Containers,DCIM/JPEG_20211212170625529.jpg,-73.34,-3.8428,criadero,LOS DELFINES
"688",2021/12/12,Containers,DCIM/JPEG_20211212170953950.jpg,-73.3389,-3.8441,criadero,LOS DELFINES
"689",2021/12/12,Containers,DCIM/JPEG_20211212172031919.jpg,-73.3404,-3.8455,criadero,LOS DELFINES
"690",2021/12/12,Containers,DCIM/JPEG_20211212173332185.jpg,-73.3422,-3.8432,criadero,LOS DELFINES
"691",2021/12/12,Containers,DCIM/JPEG_20211212174011984.jpg,-73.3417,-3.8421,criadero,LOS DELFINES
"692",2021/12/12,Containers,DCIM/JPEG_20211212200251595.jpg,-73.3303,-3.8283,criadero,QUISTOCOCHA
"693",2021/12/12,Containers,DCIM/JPEG_20211212201406665.jpg,-73.3312,-3.8298,criadero,QUISTOCOCHA
"694",2021/12/12,Containers,DCIM/JPEG_20211212202330294.jpg,-73.3307,-3.8289,criadero,QUISTOCOCHA
"695",2021/12/12,Containers,DCIM/JPEG_20211212202818093.jpg,-73.3295,-3.8285,criadero,QUISTOCOCHA
"696",2021/12/12,Containers,DCIM/JPEG_20211212203341401.jpg,-73.3294,-3.8274,criadero,QUISTOCOCHA
"697",2021/12/12,Containers,DCIM/JPEG_20211212212547963.jpg,-73.3324,-3.8311,criadero,QUISTOCOCHA
"698",2021/12/12,Containers,DCIM/JPEG_20211212213405773.jpg,-73.3314,-3.8319,criadero,QUISTOCOCHA
"699",2021/12/12,Containers,DCIM/JPEG_20211212213448931.jpg,-73.3314,-3.8319,criadero,QUISTOCOCHA
"700",2021/12/12,Containers,DCIM/JPEG_20211212213523283.jpg,-73.3312,-3.832,criadero,QUISTOCOCHA
"701",2021/12/12,Containers,DCIM/JPEG_20211212213617737.jpg,-73.3309,-3.832,criadero,QUISTOCOCHA
"702",2021/12/12,Containers,DCIM/JPEG_20211212213757318.jpg,-73.3307,-3.8324,criadero,QUISTOCOCHA
"703",2021/12/12,Containers,DCIM/JPEG_20211212213931307.jpg,-73.3308,-3.8328,criadero,QUISTOCOCHA
"704",2021/12/12,Containers,DCIM/JPEG_20211212214003452.jpg,-73.3308,-3.833,criadero,QUISTOCOCHA
"705",2021/12/12,Containers,DCIM/JPEG_20211212214202649.jpg,-73.3313,-3.833,criadero,QUISTOCOCHA
