fid,CODIGO,DEPARTAMEN,PROVINCIA,DISTRITO,LONGITUD,LATITUD,POBLACION,DESCRIPCIO,2010,2019,absol.2019_2010,relat.2019_2010
1,1601010001,LORETO,MAYNAS,IQUITOS,-73.24413746,-3.74808497,144463,IQUITOS,138,118,-20,-14.49275362
2,1601010002,LORETO,MAYNAS,IQUITOS,-73.28432859,-3.71721373,607,MANACAMIRI,5,64,59,1180
3,1601010003,LORETO,MAYNAS,IQUITOS,-73.31630833,-3.71580667,86,FRAY MARTIN,1,1,0,0
4,1601010004,LORETO,MAYNAS,IQUITOS,-73.32407167,-3.73310333,161,SANTA RITA,23,217,194,843.4782609
5,1601010005,LORETO,MAYNAS,IQUITOS,-73.32446833,-3.74441,134,SAN JOSE DE LUPUNA,17,17,0,0
6,1601010006,LORETO,MAYNAS,IQUITOS,-73.36712333,-3.74159167,41,TRES UNIDOS,1,2,1,100
7,1601010007,LORETO,MAYNAS,IQUITOS,-73.37676333,-3.76589333,181,SAN PABLO DE CUYANA,0,1,1,Inf
8,1601010008,LORETO,MAYNAS,IQUITOS,-73.40428833,-3.775555,101,HUATURI,0,1,1,Inf
9,1601010009,LORETO,MAYNAS,IQUITOS,-73.39489,-3.74167833,76,LOBOYACU,2,0,-2,-100
10,1601010010,LORETO,MAYNAS,IQUITOS,-73.33565333,-3.75268167,164,SAN PEDRO,24,61,37,154.1666667
11,1601010011,LORETO,MAYNAS,IQUITOS,-73.40540167,-3.804715,150,TARAPOTO,1,1,0,0
12,1601010012,LORETO,MAYNAS,IQUITOS,-73.46081333,-3.81795,228,LIBERTAD,21,37,16,76.19047619
13,1601010013,LORETO,MAYNAS,IQUITOS,-73.499345,-3.83313,10,AYACUCHO,8,5,-3,-37.5
14,1601010014,LORETO,MAYNAS,IQUITOS,-73.56143,-3.84387167,23,YARINA,51,1,-50,-98.03921569
15,1601010015,LORETO,MAYNAS,IQUITOS,-73.58331667,-3.85649667,56,LAGUNAS,20,8,-12,-60
16,1601010017,LORETO,MAYNAS,IQUITOS,-73.57273,-3.859075,88,MARAVILLA,21,8,-13,-61.9047619
17,1601010018,LORETO,MAYNAS,IQUITOS,-73.49522333,-3.83361167,237,SHIRIARA,149,12,-137,-91.94630872
18,1601010019,LORETO,MAYNAS,IQUITOS,-73.408195,-3.75182667,47,8 DE OCTUBRE,0,0,0,NA
19,1601020001,LORETO,MAYNAS,ALTO NANAY,-73.69754417,-3.88847025,732,SANTA MARIA DE NANAY,158,135,-23,-14.55696203
20,1601020003,LORETO,MAYNAS,ALTO NANAY,-73.81041167,-3.43244833,95,VILLA FLOR,9,2,-7,-77.77777778
21,1601020004,LORETO,MAYNAS,ALTO NANAY,-73.76157667,-3.48574167,44,NUEVO PORVENIR,9,0,-9,-100
22,1601020005,LORETO,MAYNAS,ALTO NANAY,-73.75354,-3.51136,56,BUENAVISTA,17,1,-16,-94.11764706
23,1601020008,LORETO,MAYNAS,ALTO NANAY,-73.69506,-3.80362167,0,TRIUNFO,0,1,1,Inf
24,1601020012,LORETO,MAYNAS,ALTO NANAY,-73.7429373,-3.6067369,63,NUEVO ATALAYA,1,2,1,100
25,1601020016,LORETO,MAYNAS,ALTO NANAY,-74.5655,-3.40476833,17,ALBARENGA,0,1,1,Inf
26,1601020018,LORETO,MAYNAS,ALTO NANAY,-73.75548783,-3.58510579,73,ATALAYA,117,12,-105,-89.74358974
27,1601020027,LORETO,MAYNAS,ALTO NANAY,-73.78075,-3.70587333,309,SAN ANTONIO,45,144,99,220
28,1601020030,LORETO,MAYNAS,ALTO NANAY,-74.05565167,-3.80378167,136,PUCA URCO,0,1,1,Inf
29,1601020034,LORETO,MAYNAS,ALTO NANAY,-73.71351667,-3.760935,33,MONTE CALVARIO,17,10,-7,-41.17647059
30,1601020036,LORETO,MAYNAS,ALTO NANAY,-73.70001,-3.778035,22,MIRAFLORES,1,6,5,500
31,1601020040,LORETO,MAYNAS,ALTO NANAY,-73.676875,-3.82936,0,NUEVA ESPERANZA,0,0,0,NA
32,1601020042,LORETO,MAYNAS,ALTO NANAY,-73.90004333,-3.89135167,72,SALVADOR (PAVA QUEVADA),1,1,0,0
33,1601020043,LORETO,MAYNAS,ALTO NANAY,-73.80943167,-3.90198333,159,SAN JUAN DE UNGURAHUAL,0,1,1,Inf
34,1601020044,LORETO,MAYNAS,ALTO NANAY,-73.779825,-3.901415,438,DIAMANTE AZUL,9,159,150,1666.666667
35,1601020045,LORETO,MAYNAS,ALTO NANAY,-73.70262167,-3.820645,56,SABOYA,24,12,-12,-50
36,1601020046,LORETO,MAYNAS,ALTO NANAY,-73.68965167,-3.85604,64,SAN JUAN DE RAYA,0,0,0,NA
37,1601020050,LORETO,MAYNAS,ALTO NANAY,-73.71290333,-3.890745,58,PISCO,11,11,0,0
38,1601020051,LORETO,MAYNAS,ALTO NANAY,-73.73654833,-3.89696833,10,NUEVO LORETO,1,4,3,300
39,1601020052,LORETO,MAYNAS,ALTO NANAY,-73.76070833,-3.90651333,1,TROPICAL,0,0,0,NA
40,1601020055,LORETO,MAYNAS,ALTO NANAY,-73.70373167,-3.76959,9,SALVATIERRA,5,130,125,2500
41,1601020056,LORETO,MAYNAS,ALTO NANAY,-73.61200333,-3.86551667,408,SAMITO,0,0,0,NA
42,1601030001,LORETO,MAYNAS,FERNANDO LORES,-73.15699511,-4.00174168,6181,TAMSHIYACU,13,4,-9,-69.23076923
43,1601030002,LORETO,MAYNAS,FERNANDO LORES,-73.18027333,-3.86734333,21,TIMAREO I ZONA,0,0,0,NA
44,1601030005,LORETO,MAYNAS,FERNANDO LORES,-73.18072167,-3.88342,35,TIMAREO II ZONA,0,0,0,NA
45,1601030008,LORETO,MAYNAS,FERNANDO LORES,-73.19738333,-3.88797,25,NUEVA PALESTINA,0,0,0,NA
46,1601030009,LORETO,MAYNAS,FERNANDO LORES,-73.22307833,-3.90088667,41,SAN LORENZO DE MUYUY,1,0,-1,-100
47,1601030011,LORETO,MAYNAS,FERNANDO LORES,-73.23093,-3.94193167,34,VILLA ASIS,1,0,-1,-100
48,1601030012,LORETO,MAYNAS,FERNANDO LORES,-73.215555,-3.875965,42,SANTA ANA DE MUYUY,0,0,0,NA
49,1601030013,LORETO,MAYNAS,FERNANDO LORES,-73.19981333,-3.90443667,14,TIMAREO III ZONA,0,0,0,NA
50,1601030014,LORETO,MAYNAS,FERNANDO LORES,-73.15231,-3.87743167,148,YANAYACU IV ZONA,0,0,0,NA
51,1601030015,LORETO,MAYNAS,FERNANDO LORES,-73.20163333,-3.85502667,47,SANTA ANA DE MUYUY II ZONA,0,0,0,NA
52,1601030017,LORETO,MAYNAS,FERNANDO LORES,-73.17879333,-3.90020833,40,ISLA DE FATIMA,0,0,0,NA
53,1601030018,LORETO,MAYNAS,FERNANDO LORES,-73.12629,-3.88059833,86,NUEVO JERUSALEN,2,0,-2,-100
54,1601030019,LORETO,MAYNAS,FERNANDO LORES,-73.21090833,-3.88926667,23,9 DE DICIEMBRE,0,1,1,Inf
55,1601030020,LORETO,MAYNAS,FERNANDO LORES,-73.21483167,-3.917995,49,NUEVO AMAZONAS,0,0,0,NA
56,1601030021,LORETO,MAYNAS,FERNANDO LORES,-73.14997667,-3.896715,82,INDEPENDIENTE,1,0,-1,-100
57,1601030023,LORETO,MAYNAS,FERNANDO LORES,-73.14413,-3.90171333,214,PANGUANA II ZONA,3,0,-3,-100
58,1601030024,LORETO,MAYNAS,FERNANDO LORES,-73.21493,-3.948255,95,PIHUICHO ISLA,0,0,0,NA
59,1601030026,LORETO,MAYNAS,FERNANDO LORES,-73.20632333,-3.95569,73,NUEVO PROGRESO,0,0,0,NA
60,1601030027,LORETO,MAYNAS,FERNANDO LORES,-73.17904667,-3.91703667,34,TARAPOTO ISLA,0,0,0,NA
61,1601030028,LORETO,MAYNAS,FERNANDO LORES,-73.15657667,-3.92263333,172,GRAN PERU,0,0,0,NA
62,1601030029,LORETO,MAYNAS,FERNANDO LORES,-73.15396,-3.942745,122,PANGUANA I ZONA,2,0,-2,-100
63,1601030030,LORETO,MAYNAS,FERNANDO LORES,-73.18840667,-3.938915,62,SAN FRANCISCO DE ANGAMOS,0,0,0,NA
64,1601030031,LORETO,MAYNAS,FERNANDO LORES,-73.1883,-3.96525333,31,PUEBLO LIBRE,0,0,0,NA
65,1601030032,LORETO,MAYNAS,FERNANDO LORES,-73.154035,-3.96329167,28,18 DE FEBRERO,0,0,0,NA
66,1601030033,LORETO,MAYNAS,FERNANDO LORES,-73.16867333,-3.98361,35,COLLPA,0,0,0,NA
67,1601030034,LORETO,MAYNAS,FERNANDO LORES,-73.20854333,-3.973405,71,TERRABONA,0,0,0,NA
68,1601030035,LORETO,MAYNAS,FERNANDO LORES,-73.200905,-3.98266,10,SAN MARCOS,0,0,0,NA
69,1601030036,LORETO,MAYNAS,FERNANDO LORES,-73.19343,-4.00192167,47,FLOR DEL ORIENTE,0,0,0,NA
70,1601030037,LORETO,MAYNAS,FERNANDO LORES,-73.14900667,-4.01958333,80,SAN FELIPE,0,0,0,NA
71,1601030038,LORETO,MAYNAS,FERNANDO LORES,-73.193435,-4.02286,26,SAN JORGE II ZONA,0,0,0,NA
72,1601030039,LORETO,MAYNAS,FERNANDO LORES,-73.11927667,-4.036845,62,NUEVO TARAPACA,1,11,10,1000
73,1601030040,LORETO,MAYNAS,FERNANDO LORES,-73.09158667,-4.06288333,5,SANTA ROSA DE SHATO,0,0,0,NA
74,1601030041,LORETO,MAYNAS,FERNANDO LORES,-73.09864667,-4.06453833,32,MAGDALENA,1,0,-1,-100
75,1601030042,LORETO,MAYNAS,FERNANDO LORES,-73.14167167,-4.04038,17,SAN RAFAEL,0,0,0,NA
76,1601030043,LORETO,MAYNAS,FERNANDO LORES,-73.06690333,-4.08785167,49,NUEVO SAN JUAN,0,0,0,NA
77,1601030044,LORETO,MAYNAS,FERNANDO LORES,-73.13820833,-4.056485,233,SANTA ANA I ZONA,0,0,0,NA
78,1601030045,LORETO,MAYNAS,FERNANDO LORES,-73.16925667,-4.05548833,17,SAN JORGE,1,0,-1,-100
79,1601030046,LORETO,MAYNAS,FERNANDO LORES,-73.19702667,-4.08244833,6,BUENAS NUEVAS,0,0,0,NA
80,1601030047,LORETO,MAYNAS,FERNANDO LORES,-73.13599,-4.07137667,55,SANTA ANA II ZONA,0,0,0,NA
81,1601030048,LORETO,MAYNAS,FERNANDO LORES,-73.13557,-4.08581833,51,NUEVO HORIZONTE,1,0,-1,-100
82,1601030049,LORETO,MAYNAS,FERNANDO LORES,-73.11341333,-4.11573333,13,PACHACUTEC,1,0,-1,-100
83,1601030050,LORETO,MAYNAS,FERNANDO LORES,-73.04061,-4.10284333,85,ALIANZA,4,0,-4,-100
84,1601030051,LORETO,MAYNAS,FERNANDO LORES,-73.00210333,-4.100725,39,PUERTO INCA,0,0,0,NA
85,1601030052,LORETO,MAYNAS,FERNANDO LORES,-73.37706333,-4.11932667,11,LUCERO PATA,0,0,0,NA
86,1601030053,LORETO,MAYNAS,FERNANDO LORES,-73.34609833,-4.128725,44,SANTA LUCINDA,1,0,-1,-100
87,1601030054,LORETO,MAYNAS,FERNANDO LORES,-73.14369667,-4.09978833,69,NUEVO SAN MARTIN,0,0,0,NA
88,1601030055,LORETO,MAYNAS,FERNANDO LORES,-73.28589833,-4.10603,6,SAMARIA II ZONA,0,0,0,NA
89,1601030056,LORETO,MAYNAS,FERNANDO LORES,-73.22725,-4.11413833,45,TAPIRA CHICO,0,1,1,Inf
90,1601030057,LORETO,MAYNAS,FERNANDO LORES,-72.98175667,-4.12182833,64,BUENOS AIRES,0,0,0,NA
91,1601030058,LORETO,MAYNAS,FERNANDO LORES,-73.27759667,-4.10582,14,SAMARIA I ZONA,0,0,0,NA
92,1601030059,LORETO,MAYNAS,FERNANDO LORES,-73.29299833,-4.11705833,13,JUSTICIA I ZONA,0,0,0,NA
93,1601030060,LORETO,MAYNAS,FERNANDO LORES,-73.37740667,-4.13443667,59,SEÑOR DE LOS MILAGROS,1,0,-1,-100
94,1601030061,LORETO,MAYNAS,FERNANDO LORES,-73.322348,-4.132628,5,8 DE SETIEMBRE,0,0,0,NA
95,1601030062,LORETO,MAYNAS,FERNANDO LORES,-73.35554167,-4.13227833,14,NUEVO SAN LORENZO,0,0,0,NA
96,1601030063,LORETO,MAYNAS,FERNANDO LORES,-73.273365,-4.166645,19,SAN JOSE DE AMAZONAS,0,0,0,NA
97,1601030064,LORETO,MAYNAS,FERNANDO LORES,-73.15195,-4.12220167,50,NUEVO TRIUNFO,0,0,0,NA
98,1601030065,LORETO,MAYNAS,FERNANDO LORES,-72.97035667,-4.13015833,38,VILLA MONTE SINAI,0,0,0,NA
99,1601030066,LORETO,MAYNAS,FERNANDO LORES,-73.16623667,-4.09925333,91,TAPIRA NUEVO II ZONA,0,0,0,NA
100,1601030067,LORETO,MAYNAS,FERNANDO LORES,-73.21437833,-4.114835,19,CENTRO AMERICA,0,0,0,NA
101,1601030068,LORETO,MAYNAS,FERNANDO LORES,-73.37728,-4.17403833,126,SAN SALVADOR DE OMAGUAS,0,0,0,NA
102,1601030069,LORETO,MAYNAS,FERNANDO LORES,-72.95351667,-4.14109167,84,CONSTANCIA,1,0,-1,-100
103,1601030070,LORETO,MAYNAS,FERNANDO LORES,-73.15636667,-4.13233167,115,NUEVO VALENTIN,1,0,-1,-100
104,1601030071,LORETO,MAYNAS,FERNANDO LORES,-73.11378333,-4.15068167,4,LIBERTAD AGRARIA,0,0,0,NA
105,1601030072,LORETO,MAYNAS,FERNANDO LORES,-73.23107167,-4.16180667,22,TAPIRILLO,0,1,1,Inf
106,1601030073,LORETO,MAYNAS,FERNANDO LORES,-73.36838,-4.15789833,61,NUEVA PRIMAVERA,0,0,0,NA
107,1601030074,LORETO,MAYNAS,FERNANDO LORES,-73.16013833,-4.15120833,36,CHAVIN,0,0,0,NA
108,1601030075,LORETO,MAYNAS,FERNANDO LORES,-73.2592,-4.15218833,25,MANGUA,0,0,0,NA
109,1601030076,LORETO,MAYNAS,FERNANDO LORES,-72.93858333,-4.16016667,48,SERAFIN FILOMENO,0,0,0,NA
110,1601030077,LORETO,MAYNAS,FERNANDO LORES,-73.18196833,-4.16258333,25,HUAYSI,0,0,0,NA
111,1601030078,LORETO,MAYNAS,FERNANDO LORES,-73.24857333,-4.15296833,36,8 DE MAYO,0,0,0,NA
112,1601030080,LORETO,MAYNAS,FERNANDO LORES,-73.17467,-4.12054167,68,TAPIRA NUEVO I ZONA,0,0,0,NA
113,1601030081,LORETO,MAYNAS,FERNANDO LORES,-73.16258167,-4.16596333,58,PUNGA,0,1,1,Inf
114,1601030082,LORETO,MAYNAS,FERNANDO LORES,-72.91395667,-4.17454833,63,RIVERA ALTA,0,0,0,NA
115,1601030083,LORETO,MAYNAS,FERNANDO LORES,-73.14636667,-4.00657667,111,YACAPANA I ZONA,0,0,0,NA
116,1601030084,LORETO,MAYNAS,FERNANDO LORES,-73.37326667,-4.18908333,105,SAN JOSE DE OMAGUAS,0,0,0,NA
117,1601030085,LORETO,MAYNAS,FERNANDO LORES,-73.16597333,-4.17904,111,SANTA CRUZ,0,3,3,Inf
118,1601030087,LORETO,MAYNAS,FERNANDO LORES,-73.32455,-4.17780167,31,CENTRO YACAPANA,0,0,0,NA
119,1601030089,LORETO,MAYNAS,FERNANDO LORES,-73.16893,-4.18955833,58,CANAAN,1,1,0,0
120,1601030090,LORETO,MAYNAS,FERNANDO LORES,-72.88528,-4.19452833,34,SAN MIGUEL,0,0,0,NA
121,1601030092,LORETO,MAYNAS,FERNANDO LORES,-73.30784833,-4.19492833,33,YACAPANA II ZONA,0,0,0,NA
122,1601030093,LORETO,MAYNAS,FERNANDO LORES,-73.257505,-4.21021833,9,24 DE JUNIO,0,0,0,NA
123,1601030094,LORETO,MAYNAS,FERNANDO LORES,-73.29902167,-4.222395,71,NUEVO JUNIN,0,0,0,NA
124,1601030095,LORETO,MAYNAS,FERNANDO LORES,-73.20348,-4.20990833,193,ESPERANZA,10,6,-4,-40
125,1601030096,LORETO,MAYNAS,FERNANDO LORES,-73.364255,-4.19142833,12,SANTA CATALINA,0,0,0,NA
126,1601030097,LORETO,MAYNAS,FERNANDO LORES,-73.16533833,-4.20443167,8,NUEVA ESPERANZA,0,0,0,NA
127,1601030098,LORETO,MAYNAS,FERNANDO LORES,-73.37293333,-4.20199833,48,FOMENTO,0,0,0,NA
128,1601030099,LORETO,MAYNAS,FERNANDO LORES,-73.32670167,-4.20970667,146,BUENOS AIRES,0,0,0,NA
129,1601030100,LORETO,MAYNAS,FERNANDO LORES,-72.82647833,-4.24046,93,MIRAFLORES,1,0,-1,-100
130,1601030101,LORETO,MAYNAS,FERNANDO LORES,-72.85677167,-4.22224167,61,PUERTO ROSARIO,0,0,0,NA
131,1601030102,LORETO,MAYNAS,FERNANDO LORES,-73.18800833,-4.22065333,75,SAN CARLOS,0,0,0,NA
132,1601030103,LORETO,MAYNAS,FERNANDO LORES,-73.30432833,-4.23751667,153,AYACUCHO TIPISHCA,0,0,0,NA
133,1601030104,LORETO,MAYNAS,FERNANDO LORES,-73.372945,-4.22798,176,EL PORVENIR I ZONA,0,0,0,NA
134,1601030106,LORETO,MAYNAS,FERNANDO LORES,-73.37320667,-4.231555,34,NUEVA ESPERANZA DEL AMAZONAS,2,0,-2,-100
135,1601030107,LORETO,MAYNAS,FERNANDO LORES,-73.38146348,-4.2473566,27,SAN PEDRO DEL AMAZONAS,0,0,0,NA
136,1601030109,LORETO,MAYNAS,FERNANDO LORES,-73.18532,-4.24626667,31,SAN JUAN DE CUNSHICO COCHA,0,0,0,NA
137,1601030110,LORETO,MAYNAS,FERNANDO LORES,-72.80880833,-4.26055167,25,LIBERTAD,2,1,-1,-50
138,1601030111,LORETO,MAYNAS,FERNANDO LORES,-73.23889167,-4.26572833,23,EL CHARO,0,0,0,NA
139,1601030112,LORETO,MAYNAS,FERNANDO LORES,-73.37684667,-4.26635333,22,SAN JUAN DEL AMAZONAS,0,0,0,NA
140,1601030113,LORETO,MAYNAS,FERNANDO LORES,-73.19898,-4.291185,28,BUENA VISTA,0,0,0,NA
141,1601030115,LORETO,MAYNAS,FERNANDO LORES,-73.16181833,-4.37124333,18,DIAMANTE Y 7 DE JUNIO,0,0,0,NA
142,1601030117,LORETO,MAYNAS,FERNANDO LORES,-73.19859333,-4.33447167,18,SAN PEDRO DEL BLANCO,0,1,1,Inf
143,1601030118,LORETO,MAYNAS,FERNANDO LORES,-73.21661667,-4.306105,172,EL CHINO,0,1,1,Inf
144,1601030119,LORETO,MAYNAS,FERNANDO LORES,-73.42603167,-4.29861167,11,SAN FERNANDO,0,0,0,NA
145,1601030121,LORETO,MAYNAS,FERNANDO LORES,-73.29033,-4.30913667,57,SAN JUAN DE YANAYACU,0,0,0,NA
146,1601030123,LORETO,MAYNAS,FERNANDO LORES,-73.37270805,-4.50770979,47,LORETO (NUEVO LORETO),0,0,0,NA
147,1601030124,LORETO,MAYNAS,FERNANDO LORES,-73.39038,-4.48913167,92,JALDAR,0,0,0,NA
148,1601030125,LORETO,MAYNAS,FERNANDO LORES,-73.37481167,-4.487075,49,JERUSALEN,0,0,0,NA
149,1601030126,LORETO,MAYNAS,FERNANDO LORES,-73.153915,-3.8316,511,GALLITO,1,0,-1,-100
150,1601030127,LORETO,MAYNAS,FERNANDO LORES,-73.154785,-3.86023167,587,AUCAYO,5,0,-5,-100
151,1601030128,LORETO,MAYNAS,FERNANDO LORES,-73.163975,-3.85703833,31,CONTAMANILLO,0,0,0,NA
152,1601030129,LORETO,MAYNAS,FERNANDO LORES,-73.12194833,-3.843645,235,UNION,0,0,0,NA
153,1601030130,LORETO,MAYNAS,FERNANDO LORES,-73.14297667,-3.86241833,72,LIBERTAD,0,0,0,NA
154,1601030131,LORETO,MAYNAS,FERNANDO LORES,-73.15489167,-3.86812,64,MONTE VERDE,0,0,0,NA
155,1601030133,LORETO,MAYNAS,FERNANDO LORES,-73.30276167,-4.11414333,27,JUSTICIA II ZONA,0,0,0,NA
156,1601030134,LORETO,MAYNAS,FERNANDO LORES,-73.32070402,-4.13932508,1,DOS UNIDOS,0,0,0,NA
157,1601030137,LORETO,MAYNAS,FERNANDO LORES,-73.12923333,-3.91014667,193,CENTRO INDUSTRIAL,0,0,0,NA
158,1601030139,LORETO,MAYNAS,FERNANDO LORES,-73.40140167,-4.36326167,8,NUEVO BELEN,0,0,0,NA
159,1601040001,LORETO,MAYNAS,INDIANA,-73.04114288,-3.50025759,3821,INDIANA,8,4,-4,-50
160,1601040002,LORETO,MAYNAS,INDIANA,-72.85417667,-3.44064,270,PALMERAS II ZONA,0,0,0,NA
161,1601040003,LORETO,MAYNAS,INDIANA,-72.84683833,-3.44858,43,LAS PALMERAS I ZONA,0,0,0,NA
162,1601040004,LORETO,MAYNAS,INDIANA,-72.87649167,-3.45182667,63,YANAMONO I ZONA,3,0,-3,-100
163,1601040005,LORETO,MAYNAS,INDIANA,-72.91872833,-3.46233,151,SANTA ISABEL,0,0,0,NA
164,1601040007,LORETO,MAYNAS,INDIANA,-72.84238,-3.48890833,36,AGUSTO SALAZAR BONDI,0,0,0,NA
165,1601040008,LORETO,MAYNAS,INDIANA,-72.92163833,-3.47791333,73,NUEVO SAN JUAN DEL AMAZO,0,0,0,NA
166,1601040009,LORETO,MAYNAS,INDIANA,-72.94239333,-3.47158,230,PUCALLPA,0,0,0,NA
167,1601040010,LORETO,MAYNAS,INDIANA,-72.96306167,-3.47643167,159,SANTA ROSA,0,0,0,NA
168,1601040011,LORETO,MAYNAS,INDIANA,-72.87396667,-3.47721,109,SAN PEDRO DEL MANITI,0,0,0,NA
169,1601040012,LORETO,MAYNAS,INDIANA,-72.733185,-3.48676167,30,NUEVO MIRAFLORES,0,0,0,NA
170,1601040013,LORETO,MAYNAS,INDIANA,-72.71909333,-3.50593167,53,PUERTO RICO,0,0,0,NA
171,1601040014,LORETO,MAYNAS,INDIANA,-72.77210333,-3.48036,21,SANTA SOFIA,0,0,0,NA
172,1601040015,LORETO,MAYNAS,INDIANA,-72.88910167,-3.483885,96,NUEVO PARAISO,0,0,0,NA
173,1601040016,LORETO,MAYNAS,INDIANA,-72.91350667,-3.484265,76,JORGE CHAVEZ,0,1,1,Inf
174,1601040017,LORETO,MAYNAS,INDIANA,-72.98013667,-3.47988833,226,IQUIQUE,0,0,0,NA
175,1601040018,LORETO,MAYNAS,INDIANA,-73.00557667,-3.48770667,288,SANTA TERESA,4,0,-4,-100
176,1601040019,LORETO,MAYNAS,INDIANA,-73.01668667,-3.490375,215,SAN LUIS,0,0,0,NA
177,1601040020,LORETO,MAYNAS,INDIANA,-72.97753167,-3.49246167,78,NUEVO UCHIZA,1,0,-1,-100
178,1601040021,LORETO,MAYNAS,INDIANA,-72.808865,-3.50132333,63,RAMON CASTILLA,1,0,-1,-100
179,1601040022,LORETO,MAYNAS,INDIANA,-72.72040012,-3.50702484,152,LIBERTAD VAINILLA,0,1,1,Inf
180,1601040023,LORETO,MAYNAS,INDIANA,-72.83114833,-3.50481333,215,MANITI II ZONA,0,0,0,NA
181,1601040024,LORETO,MAYNAS,INDIANA,-73.00397667,-3.51782333,267,MANCO CAPAC,1,0,-1,-100
182,1601040025,LORETO,MAYNAS,INDIANA,-72.75905333,-3.537365,95,CATALAN URCO,0,0,0,NA
183,1601040026,LORETO,MAYNAS,INDIANA,-72.84019,-3.52023,170,MANITI I - ZONA,3,3,0,0
184,1601040027,LORETO,MAYNAS,INDIANA,-73.00022333,-3.544535,37,NUEVO TRIUNFO,0,0,0,NA
185,1601040029,LORETO,MAYNAS,INDIANA,-73.07422167,-3.51829,42,TIMICURILLO II ZONA,0,0,0,NA
186,1601040030,LORETO,MAYNAS,INDIANA,-73.09217333,-3.530115,190,TIMICURILLO I ZONA,0,2,2,Inf
187,1601040032,LORETO,MAYNAS,INDIANA,-72.86955167,-3.54919667,150,VILLA MARIA,1,3,2,200
188,1601040033,LORETO,MAYNAS,INDIANA,-72.90291833,-3.54775667,227,RECREO,0,11,11,Inf
189,1601040034,LORETO,MAYNAS,INDIANA,-73.01300667,-3.56519,108,LAS PALMAS,0,0,0,NA
190,1601040035,LORETO,MAYNAS,INDIANA,-73.02386667,-3.55853667,142,TIMICURO GRANDE,0,0,0,NA
191,1601040036,LORETO,MAYNAS,INDIANA,-73.03787,-3.55198167,127,TIMICURO I ZONA,0,0,0,NA
192,1601040037,LORETO,MAYNAS,INDIANA,-73.11809,-3.56336167,212,SAN RAFAEL,0,0,0,NA
193,1601040038,LORETO,MAYNAS,INDIANA,-72.87605167,-3.55517167,86,PAPARO,2,0,-2,-100
194,1601040039,LORETO,MAYNAS,INDIANA,-73.086095,-3.56457833,107,SANTA VICTORIA,0,0,0,NA
195,1601040040,LORETO,MAYNAS,INDIANA,-73.05703667,-3.59900333,68,YANAYACU TIMICURO,0,0,0,NA
196,1601040041,LORETO,MAYNAS,INDIANA,-73.136705,-3.58725167,246,SINCHICUY,1,1,0,0
197,1601040047,LORETO,MAYNAS,INDIANA,-73.06350728,-3.73763615,41,MONTE CARMELO,0,0,0,NA
198,1601040048,LORETO,MAYNAS,INDIANA,-73.07555663,-3.78009219,53,VILLA ESTHER,1,0,-1,-100
199,1601040049,LORETO,MAYNAS,INDIANA,-72.95773167,-3.60804333,409,SANTA CECILIA,14,22,8,57.14285714
200,1601040050,LORETO,MAYNAS,INDIANA,-72.99207,-3.62889667,50,NUEVO EDEN,0,1,1,Inf
201,1601040051,LORETO,MAYNAS,INDIANA,-72.99715333,-3.66251667,67,NUEVO BERLIN,1,0,-1,-100
202,1601040052,LORETO,MAYNAS,INDIANA,-73.03708167,-3.779365,37,NUEVA ESPERANZA,0,0,0,NA
203,1601040053,LORETO,MAYNAS,INDIANA,-72.99885333,-3.70083167,52,NUEVO SAN PEDRO ALTO MANITI,0,0,0,NA
204,1601040054,LORETO,MAYNAS,INDIANA,-73.04132167,-3.747695,28,11 DE DICIEMBRE,1,0,-1,-100
205,1601040055,LORETO,MAYNAS,INDIANA,-72.96333167,-3.858745,49,NUEVA LIBERTAD,0,0,0,NA
206,1601040056,LORETO,MAYNAS,INDIANA,-73.030265,-3.739735,29,NUEVO SAN JOSE ALTO MANITI,0,0,0,NA
207,1601040057,LORETO,MAYNAS,INDIANA,-73.00501667,-3.79201,67,FILADELFIA,0,0,0,NA
208,1601040058,LORETO,MAYNAS,INDIANA,-72.88696667,-3.45376,131,YANOMONO II ZONA,0,0,0,NA
209,1601040059,LORETO,MAYNAS,INDIANA,-72.93135167,-3.49596333,99,SUNI CAÑO,0,0,0,NA
210,1601040060,LORETO,MAYNAS,INDIANA,-72.98862833,-3.640535,14,FATIMA,0,0,0,NA
211,1601040061,LORETO,MAYNAS,INDIANA,-73.088695,-3.517315,101,JOSE SICHAR VALDEZ,0,0,0,NA
212,1601040063,LORETO,MAYNAS,INDIANA,-72.93850667,-3.85878167,57,NUEVO PORTAL,0,0,0,NA
213,1601040064,LORETO,MAYNAS,INDIANA,-73.061235,-3.56042333,57,SANTA VICTORIA SEGUNDA ZONA,0,0,0,NA
214,1601040067,LORETO,MAYNAS,INDIANA,-73.09166333,-3.62905833,51,SAN PEDRO DE FALCON,0,0,0,NA
215,1601060001,LORETO,MAYNAS,MAZAN,-73.08171601,-3.48847897,4590,MAZAN,16,0,-16,-100
216,1601060002,LORETO,MAYNAS,MAZAN,-73.16007,-3.15758,152,NUEVO SAN JUAN,0,1,1,Inf
217,1601060003,LORETO,MAYNAS,MAZAN,-73.14329167,-3.16276667,52,COPALILLO,1,0,-1,-100
218,1601060004,LORETO,MAYNAS,MAZAN,-73.21573167,-3.17787333,30,PUERTO ABEJA,0,0,0,NA
